Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO1,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO2,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin3,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin4,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin5,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin6,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09_URL,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09
Tuesday,20:00 (8:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,JT,ENG,VM,VO,SPAD
        											",NAVOH Vision of Hope Group of NA,What's the 411?,"Queen City, NC",,https://our-meeting-of-na.yolasite.com/,https://us02web.zoom.us/j/6164984164?pwd=ZXpMeHYvbm1mbElMcXZJcVF2eS9rUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6164984164?pwd=ZXpMeHYvbm1mbElMcXZJcVF2eS9rUT09&choe=UTF-8&chld=L|0
Tuesday,20:00 (8:00pm) EST - 21:30 (9:30pm) EST,"
        							                    O,RF,ENG,VM
        											",New Way to Live,,"Virtual, NJ",,https://www.recoveryunderground.org,https://discord.com/invite/qhShRNKS7t,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://discord.com/invite/qhShRNKS7t&choe=UTF-8&chld=L|0
Tuesday,20:00 (8:00pm) EST - 21:15 (9:15pm) EST,"
        							                    SD,ENG,VM,VO
        											",Bleecker Street Online,"Format: Speaker, Anniversary Last Tuesday of the Month","New York, NY",,"ID: 858 1453 7358, Password: 152568",https://us02web.zoom.us/j/85814537358,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/85814537358&choe=UTF-8&chld=L|0
Tuesday,20:00 (8:00pm) EST - 22:00 (10:00pm) EST,"
        							                    C,Tr,VM,PT,VO
        											",Grupo Vencedores,ID 7628039474,"CSA NASF, Região Brasil",,,https://us02web.zoom.us/j/7628039474,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/7628039474&choe=UTF-8&chld=L|0
Tuesday,20:00 (8:00pm) EST - 22:00 (10:00pm) EST,"
        							                    C,D,GL,VM,PT,VO
        											",Grupo Arco Íris Brasil de NA,Senha: 000 000,"Rio de Janeiro, RJ",,Formato: Partilha,https://zoom.us/j/4400560278,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/4400560278&choe=UTF-8&chld=L|0
Tuesday,20:00 (8:00pm) EST - 22:00 (10:00pm) EST,"
        							                    C,ES,VM,OT
        											",Grupo Universal,Código de acceso: 512,,,,https://zoom.us/j/777692114,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/777692114&choe=UTF-8&chld=L|0
Tuesday,20:00 (8:00pm) EST - 21:30 (9:30pm) EST,"
        							                    O,RF,Ti,VM,PT,VO
        											",Grupo Quinta Tradição,"CSA NASF, Região Brasil","Brasília, DF",,ID 4430251323,https://us02web.zoom.us/j/4430251323,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4430251323&choe=UTF-8&chld=L|0
Tuesday,20:30 (8:30pm) EST - 22:00 (10:00pm) EST,"
        							                    C,B,RF,ENG,VM,VO
        											",Quarantine in Recovery Chicago,,"Chicago, IL",,"ID: 644 446 301, Password: 12345",https://zoom.us/j/644446301,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/644446301&choe=UTF-8&chld=L|0
Tuesday,20:30 (8:30pm) EST - 21:30 (9:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",A Whole New Deal,,"Denton, TX",,,https://us02web.zoom.us/j/697322230,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/697322230&choe=UTF-8&chld=L|0
Tuesday,20:30 (8:30pm) EST - 21:30 (9:30pm) EST,"
        							                    O,D,ENG,VM,VO
        											",Old School Keep It Simple,,"Houston, TX",,password: serenity,https://zoom.us/j/9021806090,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/9021806090&choe=UTF-8&chld=L|0
Tuesday,20:45 (8:45pm) EST - 22:00 (10:00pm) EST,"
        							                    O,B,RF,ENG,VM,VO
        											",Crazy NA Meeting,,"Santa Cruz, CA",,"ID 660 794 1973, Password: Roots2020",https://zoom.us/j/6607941973?pwd=oB1rvxKuuincIEC6iJhLew,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6607941973?pwd=oB1rvxKuuincIEC6iJhLew&choe=UTF-8&chld=L|0
Tuesday,20:55 (8:55pm) EST - 22:25 (10:25pm) EST,"
        							                    C,RF,W,ENG,VM,VO
        											",The Ties That Bind Women's Meeting,,"Pittsburgh, PA",,"ID 799 5602 7901, password jft123",https://us04web.zoom.us/j/79956027901,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/79956027901&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    C,D,RU,VM
        											",Новый свет,Щелкните ссылку ниже и следуйте инструкциям,,,http://na-tranzit.org/raznoe/preambula-gr-novyj-svet,https://zoom.us/j/9119111212,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/9119111212&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    O,BL,ENG,VM,LD,VO,BN
        											",Suprobhat Dhaka NA Group,,Dhaka,,Bengali/English (bilingual but mostly Bangla),https://us02web.zoom.us/j/81597825258?pwd=dGpXa1VmaW9sbGthL0RBRzZqRlNpdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/81597825258?pwd=dGpXa1VmaW9sbGthL0RBRzZqRlNpdz09&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",QUARANTINED NA - California,,"Sonoma, CA",,"ID 166599938, Pass 408408",https://us02web.zoom.us/j/166599938?pwd=OU5MOG1NajFZU1VjMS9UcHJZUjRqQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/166599938?pwd=OU5MOG1NajFZU1VjMS9UcHJZUjRqQT09&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:15 (10:15pm) EST,"
        							                    BK,ENG,VM,LD,VO
        											",Seeking Traditional Solutions,,"Los Angeles, CA",,,https://zoom.us/j/99973689311,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/99973689311&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:15 (10:15pm) EST,"
        							                    O,D,JT,RF,ENG,VM,VO
        											",QUARANTINED NA - San Diego,,"San Diego, CA",,,https://zoom.us/j/6420833054,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6420833054&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,BL,IW,RF,ENG,VM,VO
        											",Santa Cruz Surfin' the Net For Recovery,,"Santa Cruz, CA",,password: 8675309,https://zoom.us/j/539393979,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/539393979&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Recovery & Beyond Group,,"Mesa, AZ",,password: 245245,https://us02web.zoom.us/j/2452451993,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2452451993&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    O,D,ENG,VM,SKY,VO
        											",New Beginners,,"Lethbridge, AB",,Platform: Skype,https://join.skype.com/PlWD4gJgeqh8,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://join.skype.com/PlWD4gJgeqh8&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Montana Rural Recovery Outreach,,MT,,password: 239532,https://zoom.us/j/321529143,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/321529143&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,IW,ENG,VM,VO
        											",Eastside NA,,"Dallas, TX",ACCESSIBILITY: Auto-generated captions,,https://us04web.zoom.us/j/8052711616,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/8052711616&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    JT,ENG,VM,VO
        											",Zooming Towards Recovery (ZTR),,"Minneapolis, MN",,ID: 601 532 2869 Passcode: zoom800,https://us02web.zoom.us/j/6015322869?pwd=RzFJQ0Z3RFNHZ21vdDAvT3BjWlBzZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6015322869?pwd=RzFJQ0Z3RFNHZ21vdDAvT3BjWlBzZz09&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,To,ENG,VM,VO
        											",There Seems to Be This Alternative,,"Tyler, TX",,,https://us02web.zoom.us/j/89919675450,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/89919675450&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    BT,St,Tr,ENG,VM,VO
        											",Easy Does It,,"Saskatoon, Saskatchewan",,"ID: 669 684 001, Password: 999999",https://us02web.zoom.us/j/669684001,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/669684001&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:15 (10:15pm) EST,"
        							                    D,IP,VM,FR,VO
        											",La force du Nous,,"Mascouche, Québec",,"Salle Zoom: 330-091-4550, Code 0",https://zoom.us/j/3300914550,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/3300914550&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,D,VM,FR,VO
        											",On NA'ttendait que toi,,"Montréal, Québec",,"Salle : 5497211338, mot de passe : 0",https://zoom.us/j/5497211338,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/5497211338&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    ENG,LC,PH
        											",Tuesday Night Meeting Of NA,,PA,,,"tel:267.807.9605, 126078#","https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=267.807.9605,%20126078#&choe=UTF-8&chld=L|0"
Tuesday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",9PM Zoom Meeting,,"Camden, NJ",Dial In 646-558-8656,password: 823289,https://zoom.us/j/5113817798,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/5113817798&choe=UTF-8&chld=L|0
Tuesday,21:00 (9:00pm) EST - 23:00 (11:00pm) EST,"
        							                    C,CP,PT,OT,ZEL
        											",Grupo Sistema RAD,,,,"Instalar o aplicativo Zello e criar uma conta. No aplicativo, procurar o canal Sistema RAD e adicionar aos seus contactos. No dia e hora da reunião entrar no canal.",,
Tuesday,21:30 (9:30pm) EST - 22:30 (10:30pm) EST,"
        							                    O,D,BK,ENG,VM,VO
        											",Recovery Warriors/SPAD,,"San Diego, CA",Format: A Spiritual Principle a Day book,ID 880 4124 0116 Passcode: 121212,https://us02web.zoom.us/j/88041240116,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88041240116&choe=UTF-8&chld=L|0
Tuesday,21:30 (9:30pm) EST - 22:30 (10:30pm) EST,"
        							                    O,D,W,ENG,VM,VO
        											",Free To Be (Women),,"Calgary, AB",,Dial in: 587 328 1099 927922688 #,https://us02web.zoom.us/j/927922688,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/927922688&choe=UTF-8&chld=L|0
Tuesday,21:30 (9:30pm) EST - 22:30 (10:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Recovery is Possible of NA,,"Decatur, IL",,"ID 832 403 2401, password: 072121",https://us02web.zoom.us/j/8324032401?pwd=UloxT1hhVjZQREdNUldKSlVTUkRsUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8324032401?pwd=UloxT1hhVjZQREdNUldKSlVTUkRsUT09&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,SD,ENG,VM,VO
        											",Taking action,,"Newbury Park, CA",,Meeting ID: 8323104937 password: action,https://us02web.zoom.us/j/8323104937,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8323104937&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:15 (11:15pm) EST,"
        							                    O,JT,ENG,VM,VO
        											",Recovery salt spring,,"Victoria, BC",,password: 256531,https://us04web.zoom.us/j/798548890,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/798548890&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",SSRNA NA Nightly,,"Reno, NV",,,https://zoom.us/j/412558013,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/412558013&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:30 (11:30pm) EST,"
        							                    O,RF,SD,ENG,VM,VO
        											",Rogue Redwood Area Of Narcotics Anonymous Online,"ID: 8083149169, Password: today","Redwood, CA",,http://www.rogueredwoodna.com,https://zoom.us/j/8083149169?pwd=N1crUWNacisrNlBHWXJrMDlzaEY3Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/8083149169?pwd=N1crUWNacisrNlBHWXJrMDlzaEY3Zz09&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,SD,ENG,VM,VO
        											",Sonoma Online NA,,"Sonoma, CA",,ID: 215 310 190  pw: 1953,https://us02web.zoom.us/j/215310190?pwd=SnlXTkVnL0ttSTBZZFRyaUpOZGFLdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/215310190?pwd=SnlXTkVnL0ttSTBZZFRyaUpOZGFLdz09&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",NA Meeting Makers,,"Virtual, WA",,password: 1111,https://us06web.zoom.us/j/4030287724?pwd=ZE4xcFNma0RvU0hzMkcyZHVVVlpRUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/4030287724?pwd=ZE4xcFNma0RvU0hzMkcyZHVVVlpRUT09&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,BK,ENG,VM,VO
        											",By the Book NA,Rotating: Basic Text - It Works - Living Clean,"Sacramento, CA",,Meeting ID: 830 4934 7813  password: 1953,https://us02web.zoom.us/j/83049347813?pwd=Qk1pUk1rZ2hmVko0N1ZublhzTTh0Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/83049347813?pwd=Qk1pUk1rZ2hmVko0N1ZublhzTTh0Zz09&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:30 (11:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",NAsickAF Covid-19,,"Orange, CA",,ID 768 374 8491,https://zoom.us/j/7683748491,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/7683748491&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    RF,ENG,VM,LD,VO
        											",The Wich Group,"We have medallions for those who have completed the Twelve Steps, you must have an NA sponsor to present this","Los Angeles, CA",https://rb.gy/eh0o,password: recovery,https://us02web.zoom.us/j/263386705?pwd=WHh2cytzb1I3Um1Wdk1CYnJZS0ZTQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/263386705?pwd=WHh2cytzb1I3Um1Wdk1CYnJZS0ZTQT09&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",LOGGING INTO RECOVERY,,"MISSION VIEJO, CA",,,https://us02web.zoom.us/j/3995174796,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/3995174796&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    C,D,GL,SD,W,ENG,VM,VO
        											",Sisters Recovering Together,,,Format: Women's meeting,"ID 195 997 828, Password na",https://us02web.zoom.us/j/195997828,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/195997828&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Fort McMurray Serenity Meeting,,"Fort McMurray, Ontario",,,https://us02web.zoom.us/j/3534413560,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/3534413560&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,St,ENG,VM,VO
        											",Funcoast NA meeting,,"Tampa, FL",,,https://zoom.us/j/4927134011,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/4927134011&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:45 (11:45pm) EST,"
        							                    C,B,D,St,Tr,ENG,VM,PH
        											",NA Infinity Group,"Format: Beginners, Steps & Traditions  1-2-3",MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Tuesday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Late Night Infectious Recovery,,"West Chester, PA",,,https://zoom.us/j/867161320,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/867161320&choe=UTF-8&chld=L|0
Tuesday,22:15 (10:15pm) EST - 23:30 (11:30pm) EST,"
        							                    O,GL,ENG,VM,LD,VO
        											",Reading Rainbow Group,Format: LGBT meeting,"Oakland, CA",,password: Recovery,https://zoom.us/j/91814968050?pwd=T21ONmZJT21qdlRId2x4b3g4VTRGdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/91814968050?pwd=T21ONmZJT21qdlRId2x4b3g4VTRGdz09&choe=UTF-8&chld=L|0
Tuesday,22:30 (10:30pm) EST - 23:30 (11:30pm) EST,"
        							                    O,D,To,ENG,VM,VO
        											",Bali International Connection,,"Denpasar, Bali",,password: RECOVERY,https://zoom.us/j/86045111482,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/86045111482&choe=UTF-8&chld=L|0
Tuesday,22:30 (10:30pm) EST - 00:30 (12:30am) EST,"
        							                    C,ES,JT,VM,VO
        											",REUNION DE AHHSCNA DE RECUPERACION,,"Corona, CA",,,https://us02web.zoom.us/j/86548516624?pwd=TXpkc2hBTkxnUkllcUVPcHRTSkc1UT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/86548516624?pwd=TXpkc2hBTkxnUkllcUVPcHRTSkc1UT09&choe=UTF-8&chld=L|0
Tuesday,22:30 (10:30pm) EST - 23:30 (11:30pm) EST,"
        							                    O,CS,D,JT,Ti,To,WC,ENG,HY,VO
        											",EIE Virtual Meeting,,"5770 Arlington Ave, Riverside, CA, 92504",Format: Just for Today,password: 654321,https://us05web.zoom.us/j/9519091234,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us05web.zoom.us/j/9519091234&choe=UTF-8&chld=L|0
Tuesday,22:30 (10:30pm) EST - 23:30 (11:30pm) EST,"
        							                    O,B,SD,ENG,VM,VO
        											",Sonoma Online Newcomers,,"Sonoma, CA",,password: JFT,https://zoom.us/j/82773440590,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/82773440590&choe=UTF-8&chld=L|0
Tuesday,22:30 (10:30pm) EST - 23:30 (11:30pm) EST,"
        							                    O,To,ENG,VM,LD,VO
        											",Okanagan Group of NA,Meeting ID 885 7638 0024,"Our homegroup members span the Globe, Worldwide  Topic - Grey Book Reflections",,Find your local zoom number: https://us02web.zoom.us/u/kbiYvoH58X,https://us02web.zoom.us/j/88576380024,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88576380024&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:30 (12:30am) EST,"
        							                    AB,PER,VM,VO
        											",Aramesh Alman NA-Marathon-Meeting 24/7 گروه 24 ساعته آرامش آلمان Farsi,8:00 - 9:30 Uhr 12:30 - 14:00 Uhr 17:00 - 18:30 Uhr  19:30 - 21:00 Uhr,Berlin,,,https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:00 (12:00am) EST,"
        							                    C,St,ENG,VM
        											",NA Noon Step Study,,,,password: 778899,https://us02web.zoom.us/j/8913633491,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8913633491&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:00 (12:00am) EST,"
        							                    C,BT,St,ENG,VM,VO
        											",12 Noon Step Study,,Manila  (Luzon Area),"Language:  English, Tagalog",ID: 880 2231 8372 Pass: SSP888,https://us02web.zoom.us/j/88022318372?pwd=blRzQkhqTk5nT0o3UzlTY0ZFVGdydz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88022318372?pwd=blRzQkhqTk5nT0o3UzlTY0ZFVGdydz09&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:30 (12:30am) EST,"
        							                    O,ENG,VM,VO
        											",Ruby Tuesday,,"Hollywood, CA",,,https://zoom.us/j/98007953647,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/98007953647&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:15 (12:15am) EST,"
        							                    O,D,ENG,VM,HY,VO
        											",Stand 4 Something or Fall 4 Anything,,"Las Vegas, NV",,,https://zoom.us/j/535829413,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/535829413&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:30 (12:30am) EST,"
        							                    O,RF,ENG,VM,VO
        											",You Are Worth It,,"Houston, TX",,password: 084708,https://us06web.zoom.us/j/82986632163?pwd=RDhCbEFCdGZNeElBTGp3RkZ4UWdpUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/82986632163?pwd=RDhCbEFCdGZNeElBTGp3RkZ4UWdpUT09&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:00 (12:00am) EST,"
        							                    O,RF,ENG,VM,HY,VO
        											",Northside NA,,"Dallas, TX",,password: 11836,https://us02web.zoom.us/j/9419870188,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/9419870188&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:30 (12:30am) EST,"
        							                    O,RF,ENG,VM,VO
        											",NO MORE EXCUSES,,"Harlem, NY",,"ID 795 3385 8850,Password 990072",https://us02web.zoom.us/j/79533858850?pwd=cUc4WEd1bjVwWVpCLzNUV3JNMFk4dz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/79533858850?pwd=cUc4WEd1bjVwWVpCLzNUV3JNMFk4dz09&choe=UTF-8&chld=L|0
Tuesday,23:00 (11:00pm) EST - 00:30 (12:30am) EST,"
        							                    O,RF,ENG,VM,VO
        											",The Misfits of NA,,We Do Recover Online Area of NA,,,https://us02web.zoom.us/j/5054158376,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/5054158376&choe=UTF-8&chld=L|0
Tuesday,23:30 (11:30pm) EST - 01:00 (1:00am) EST,"
        							                    C,AB,PER,VM,VO
        											",Aramesh - آرامش,,Berlin,,,https://us02web.zoom.us/j/4432441521?pwd=b3NPdDM5Q2QraVFsL3Y1N0FVVkx3QT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4432441521?pwd=b3NPdDM5Q2QraVFsL3Y1N0FVVkx3QT09&choe=UTF-8&chld=L|0
Tuesday,23:59 (11:59pm) EST - 05:44 (5:44am) EST,"
        							                    C,So,ENG,VM,PH
        											",NA Infinity Group,Broadcast Speaker Tapes,MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Wednesday,00:00 (12:00am) EST - 01:30 (1:30am) EST,"
        							                    O,RF,ENG,VM,VO
        											",Late Night with Recovering Addicts,,"Phoenix, AZ",,,https://zoom.us/j/7549696086,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/7549696086&choe=UTF-8&chld=L|0
